id,config_id,answer_sha256,attempt_sha256,valid,validation_reason,end_state,input_tokens,output_tokens
dar_a08_r1__B-c10__s1__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,48610908c1912d272796e9045497b70a71a9e8b9eaa91ab75bb82d3c0bee1ec0,dc8793f233e7d0c39b0d49bcca75ee419523ff3eeff6da240e1109d80edb9d05,True,valid,model_end,1116,15154
dar_a08_r1__B-c10__s2__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,e901dd646989600c814c1ff79c000cef0502ecceb01b689e861a8f62566ae3bf,93b694292bb68a454015d3d738a652f834826e6d5bd48fea0dd215a503923bd5,True,valid,model_end,1113,12987
dar_a08_r1__B-c10__s3__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,b4f16cea18878444a8d77b7b9bb18dbea106a1a1c19d15a0f67bf5f37294092b,83de7347018dde1a62fd9e32bce048fc09e181027f2b8ee79bd07fcf1bba37a7,True,valid,model_end,1115,13744
dar_a08_r1__B-c10__s4__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,338593f13f421d6aabea92fde390eb38e83a53d3992ac8a9c80aed83c9f57b9c,8c46afd5d3368988cf12d5a4eed9ad362295f18dd14681108887e414b53e7074,True,valid,model_end,1115,14915
dar_a08_r1__B-c10__s5__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,058e68139b1749c31100cddbc9b5ceee9f3f380f5a4d07a81dccfd2b63ff0a5c,a1be2d5a01e17f39c288c6a0bde8190cb2fdd4f4dc501828928c0becdca318eb,True,valid,model_end,1114,16823
dar_a08_r1__H-recent5-c10__s1__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,4ffc835cc20e964accdb172af97023d32452ebd5ad055413d34ee51323fbd66d,2af9d7626def1e4f03e769072b37a4df27fbf5067ed91c3a9e0728ccf54357c4,True,valid,model_end,1293,5268
dar_a08_r1__H-recent5-c10__s2__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,6408c1359f994362931e242a1f8a0f12292e3effe5262387ec4c4e7fe0779903,d1da70d6c01d6bad7b7c308c5a1d1e54ecd9ef4c4e8ac929a56aed7e311bd090,True,valid,model_end,1296,8354
dar_a08_r1__H-recent5-c10__s3__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,66f47b72669330ef3785cc8a3cc9e1a8781e7c9218de8f8c3618af5c6a2a0fc6,d1d6979e78056cfc46ba9c1c474706389b63c7db0938384b1cc5b9e989981a9b,True,valid,model_end,1297,7644
dar_a08_r1__H-recent5-c10__s4__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,88a2cbdb819e87297fa93ea52b2f1412d9bfd86815f6e022e9a8c47547b7db1b,7f0e508daabb74f235e7161468838bd4552ae7c8a159efccf1780d403e40584c,True,valid,model_end,1298,10135
dar_a08_r1__H-recent5-c10__s5__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,94d832ccacfed6b5278b629bb1bcc4e0a6b75e9ee01c6af6b5195d59b6a43e76,e72cae21e7e67c87d7358754d115245250fefee7485e455cc7fe118dc90a269f,True,valid,model_end,1296,8619
dar_a08_r1__R-c10__s1__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,febe473b26ef033b0e53162d2862182bb08e66955ed70fcff3db92077e97e89e,a74e38c593657b4330b3f8fbebb66b19e80267cd3fa17c4f16d2d031e4e01949,True,valid,model_end,1096,5843
dar_a08_r1__R-c10__s2__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,09f5928e42632c60a9ef0c2d7f27e32da469c03ebaf54a3f681e3dc23081f19e,53a8be9d24fcd7435ba23bb4c661d3d715f100296a516f972d0f7fc01f417507,True,valid,model_end,1095,6408
dar_a08_r1__R-c10__s3__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,7e17d90ab86af309324fa99664716ff062150084231554cf70d7df2eb951559b,246c3be3710815e90d016b0c2581b700bf9e8741f45c0825260b6f1818aa4db3,True,valid,model_end,1101,6306
dar_a08_r1__R-c10__s4__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,8056214a7463b5582cf90a0d2cdd006beec4d3e893b8bb1f530089f8eb1990c8,916a860c1699ca58a7b3b33cd7158673999c657bef3017cd1d9f6a187c0e0ffa,True,valid,model_end,1097,5508
dar_a08_r1__R-c10__s5__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,2a2368544d82251d928d1616f6f133003d8d46b469b220af52397aef07eb90a8,ea0a8fd2930b6f2358c52d4bf1c8950972598c3530508fb5dd1a9d81ca0cbc2d,True,valid,model_end,1099,5091
dar_a08_r1__S-c10__s1__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,85f3a21f424821bff7fa32e0d9c2a38c999207b87fbbe8efc5bf291b2adc371c,5336f5eff696582f2b908f4ab997ee192ae2570ad8f5a846b27456afbee80452,True,valid,model_end,1217,6596
dar_a08_r1__S-c10__s2__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,8cc5d5b5e9455bc0f59eaf008a1c7451d3258d2005c2b19419296f6b39b941fc,20afbd8785fdb36c9a044288f375c62809e3b845ef2e98db8ca7a0736d8c1393,True,valid,model_end,1217,9010
dar_a08_r1__S-c10__s3__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,5707f28da9452a5e610c373cba968ce1933d0562b1f907d097574619736aaa38,7752f17505000cd64917a1dd4f22a45a406ab44e8c191aa1082053b1dbdf1e3b,True,valid,model_end,1217,8724
dar_a08_r1__S-c10__s4__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,f3c665559029093b1860053865a643b11b079f18b55b32d3fdb7d86673278924,eb79716494df3999be5ac1be6360056139cb6a71482faa1b7789d96c72facdb9,True,valid,model_end,1216,9792
dar_a08_r1__S-c10__s5__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,40f4c31938a90ab9657136671fbb7ef944796d5fdbe02046850285fb579b59db,e10b468d41feba05217d62f691809596af37e0b140fcf473c547f1cb1e871033,True,valid,model_end,1216,9033
dar_a08_r2__B-c10__s1__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,0826199df6153f73bc6fb5af1179bd5c1b6c8fce6465faf8503591d2703cf669,2273adbc1a83d8e6fb9f648533f0e00c986341b11658ef2b00f5d74a68db9b60,True,valid,model_end,1111,11338
dar_a08_r2__B-c10__s2__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,5664ce9676974052fdeabd3b0e62ae90f8bc9fbc57a4f88678879e5930903ecd,e6f2ac54c98ef2c9bf1b7e01ef152b000dfc5dec72d78b2a6a9605324f6ef00e,True,valid,model_end,1116,10713
dar_a08_r2__B-c10__s3__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,ac0ab301fcf34c63de6837692c6a18d264dc6d7c2de39bcb3d98736619bdd837,01e6ec3cf220f14977e85a4d59b8ce2f526369c3a810b149d91c09227df1076c,True,valid,model_end,1116,15744
dar_a08_r2__B-c10__s4__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,7db8ea54e0154ea1f583367d662f6eaf7d5bd61f8b4164f8146061fe9a1c7cef,ec41e029a0fdffeb01a68f5da27764eb883b3fd2109e522726b50e245d36be4b,True,valid,model_end,1117,13592
dar_a08_r2__B-c10__s5__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,41f58dc262c4edb361cee5f94a18d5a8c1dbc02ff6c886c1f7d39dee64b17c3a,d35848e4a0c285922a4589de603490906f5e7252728201cc9e549ca5bd45ae3b,True,valid,model_end,1115,14522
dar_a08_r2__H-recent5-c10__s1__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,a648c2859f422028cdd08b045175442928d9ee2433deb01d9d2f57318dcbbb20,f1f26a4201e83f02d9d9580a4812a1728426771d52b37a3db190e103e00b71ee,True,valid,model_end,1296,6341
dar_a08_r2__H-recent5-c10__s2__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,47c093e80855ada9cb13d0f91d5959ded7d7aef1d95478694ded6cb870b926ce,451f28ccdbc9b1f9dfb77fc68fcb9b9f666f732388a5928c5e74d1dfe4e73799,True,valid,model_end,1297,8023
dar_a08_r2__H-recent5-c10__s3__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,34a94dd86834b4de57b58cc8c1d0e4a1a2767a5cc3d300a2fe00b797694be3c5,58e9dbcfba4dd6971bf5263466c64ee55bb2aef3577e702b909f8aef5a810bfb,True,valid,model_end,1295,7965
dar_a08_r2__H-recent5-c10__s4__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,65b8f978aea94d6423ea304ac2dcec1fe57278ddcdf2b1182bc89c66c2426a54,d770422d2db37b7c2c74ebb7d8666ea9e26d0a15cbd632f90132c93b2482dc53,True,valid,model_end,1295,5789
dar_a08_r2__H-recent5-c10__s5__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,215133a33c64b7e821548fd2631322539ab932b1aaa8a3a536511ac02a67e9d6,983c02b242536eab09e02f946f02e59025b9678ac2e84ddb2bea7d71a71ecee3,True,valid,model_end,1301,7949
dar_a08_r2__R-c10__s1__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,839fbb94678876242711ded02b1bd6a7985fcc1f7a19c2e3e2b1047176f7bbe8,446adf191278cdee53415e4085f36e5989368143c3b10be83c802be512799ece,True,valid,model_end,1099,8170
dar_a08_r2__R-c10__s2__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,7a7db9f6b40ba775e68471aaad5b664c864ac9a2f66e285a0b369bcfdd5246f7,1aa620141ab0286a3ea1d8979f976dfd44947c0133b895f9e34a47b3186739c6,True,valid,model_end,1097,7111
dar_a08_r2__R-c10__s3__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,1448998fb835ef818be800c1532bca9f7dd76d8f9d662c70676f4e993c6451fb,753ed867361bc9e537eeee5b47f84873373fc758932d6812adeae2579eaf9e3f,True,valid,model_end,1095,5425
dar_a08_r2__R-c10__s4__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,dd2e3535d74e615ca4cd7f248f6e5e0a1d1122ba68070eab756da3adc7cc0d23,35691b896597b4a13df397a7d5bc1f8040573019e2ef6cde4813aae675c4b95b,True,valid,model_end,1100,8209
dar_a08_r2__R-c10__s5__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,6ec9d2e9485944e277e6e7c1b4b9e3d3466245c2143ef5910d90b97789a875b0,6339ee22ec7b97df041a2707c83f78fd2403c9b4284acfd7e4903a83209824d2,True,valid,model_end,1098,6855
dar_a08_r2__S-c10__s1__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,a56722f75e6040758a12f898b09445c94176d27cc6449c30a20b2529ef83fbb6,814fbf61c840bcb4929e68e010f18aa07a9aa4eb9e6fe0d1811771f4116f680c,True,valid,model_end,1211,8181
dar_a08_r2__S-c10__s2__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,d62b707783465f7e9e302818968191bdacf61d21cf6d27f70079af918273c111,9ac6991c6f9bf83523995ed852ea10315064f9821916d2aa74c5a87a328acabe,True,valid,model_end,1215,7729
dar_a08_r2__S-c10__s3__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,adbed39f14b0d25224034cb3851bb5b7230197181f14722b5dbb1b82d84b09c1,21c65e5b5c3faa4d3a773e3168d6c57cb2ff7c7e5aed2689fd87628bd6d45884,True,valid,model_end,1219,9611
dar_a08_r2__S-c10__s4__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,4f0833b2dbd027cfe16c40a6aeb98e5d3365ac8ffa526415dec7aa85d10c979a,3016074890a519310d2566686147ba91ef14f7c62987ba7590bbb49d00410fb7,True,valid,model_end,1218,5984
dar_a08_r2__S-c10__s5__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,3b1cfe6e33c3055ce10fb52173b7c5972677c06320fa926b609daf2683995dc8,fa2d81f593cccad81aec449ba67590f87a0fdef9070c1c1fb6302a9a3907a8be,True,valid,model_end,1205,9240
dar_a0_r1__B-c10__s1__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,8a250a20f96601168a2440ed77ff2e6734419eb9a4212f64f76633f71cd838a2,33c4c465898da17d333904176cfe8b0cc8119bdda075d65dedfc19ee45cad16a,True,valid,model_end,1113,13073
dar_a0_r1__B-c10__s2__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,44b9e5e0011589e31b757484b9f0fec1f6b866db3f939ccf2ded937b1a76f429,d8fbac2b0deefafe30312deab32c2e583d85c23fb22729166d6ead0375203ac3,True,valid,model_end,1116,18315
dar_a0_r1__B-c10__s3__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,28072d2806ae18c0954016edeb129f4739ff6f30eafda58c33b19808d9079660,3ffe1a414daeb20ddd68fb16d809f43ac71e63ccc218253bdb24bf0786017b35,True,valid,model_end,1108,12449
dar_a0_r1__B-c10__s4__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,554e80d44e2fd395f6bddfaa0b64a0bf9cae43fd08ddeca211541130f2f26c51,32ed6bcf76d8e47dc5a1aaca5a77499a5600a98f839c98c04011692eeda1b5af,True,valid,model_end,1111,16896
dar_a0_r1__B-c10__s5__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,895591e4ee9de21202b3212d288659538b74e87ecc4af6e388cd6f1f9eb5af3f,186a1edfc430b701b7284da38f0f7b24c84db501f88231ca8c86e62dd5f1153d,True,valid,model_end,1106,13467
dar_a0_r1__H-recent5-c10__s1__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,eddd1afe684e017a2a6bb7b61eb57a22f4e60d1d4bd965aac4a3b1dc8bbf8753,2a8950f930b633fb2fcbd7d613bd31319bab34edc78afbb7a6a7d2ff0abc6ff8,True,valid,model_end,1306,7041
dar_a0_r1__H-recent5-c10__s2__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,7144f088fb6afdc8068d028d2ed4d14f65d8ab665cc6e55d2e0e4b8981ece0bf,778f836f0151c8f5b25f0ee561f1d6e75f98d5404b88d4d366bdeaee1d1d3489,True,valid,model_end,1304,7265
dar_a0_r1__H-recent5-c10__s3__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,ccdda8621477b92109bfd51981c72edbeb1cced43761966bce26b504420cf609,4acac3d99832b316d5ec35fb984a1f9663c7c90d869ce83cc7ca193aac2708da,True,valid,model_end,1304,10153
dar_a0_r1__H-recent5-c10__s4__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,81a747b1f34d97a0089986f1680cf03e0770cc1fdf639466fec644c1efc65e79,1776eea441b94f046342ee833ebb25122f7d433ec84e7b825ab4f90068969e50,True,valid,model_end,1305,8700
dar_a0_r1__H-recent5-c10__s5__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,704710de84c70f08229361bc1fb1b5de16ba755ea43e76b75f1e597d4d21d778,e27d49a64acf1117c87b2b8666b71472330d415363a3f4bfc852014652f53710,True,valid,model_end,1308,9456
dar_a0_r1__R-c10__s1__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,28d998405424e97cfbc00b64e2040b308d0fb93e47e1c40e694c0c78124ee584,f58d74130564fc12c792313c126b160e410b1c1658aad6294e6b7a194e3a99d2,True,valid,model_end,1111,6161
dar_a0_r1__R-c10__s2__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,e8caee6304811554136430886418fed11e10c78cdc50cb01803f3fcbbec0f337,3dbbeff32da0a160fb07a2261b1c5099e6edeb01cade4321efc6c7b7652c8784,True,valid,model_end,1113,5555
dar_a0_r1__R-c10__s3__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,c74d8486f033416e83f26e9234d199e90e4e0b3a539927b7472e1be4c999e9b7,ab565ed813bbf680a96e556abc9e50bc6f1e22bf06405dceda95ef4740d33b0d,True,valid,model_end,1117,7828
dar_a0_r1__R-c10__s4__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,b440e0f71074d9e82aeb05c798695c29ec0fe1331150d06775895def2456ae33,2bf47118a4f1ec1c14890f77323b0dcb0149fe361f44cda632988b715e27d9da,True,valid,model_end,1113,6596
dar_a0_r1__R-c10__s5__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,15d6c0dc11ac7d9c0b9f0456f087d4d5de41df3746cd05e254643adda9fca035,611049be850f6b3e8cef213ef95ee9356a5053eb230512d93e53cc3e9ca895c0,True,valid,model_end,1110,9314
dar_a0_r1__S-c10__s1__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,61cb85f6d49bd83a8c3d217ed446b988fd46e84a383e61d844198c653751177a,c6da8560560857504ec264e2eef18874c4bb6cba737910049f27743c04c7f2e9,True,valid,model_end,1229,7058
dar_a0_r1__S-c10__s2__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,1f18f9337f91ce1aee93a197e9aac74220556ba7e5b6b56da1f90f1d2e3c0dbf,c784521bafb1cce9ac391e1bd150783ba643d6ad2e963da738b17796c7e504c8,True,valid,model_end,1222,8430
dar_a0_r1__S-c10__s3__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,b88a235a4afd4109549e8c2bad232c94252764adc76614ab06b05a91450189ec,f27dac352c04bbbf7d43dc6b8cee13c223eb0833526c38d3029d847a9412d669,True,valid,model_end,1225,7079
dar_a0_r1__S-c10__s4__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,38e3c1b707136bedf28c225ec4c82639dab2ea601eb77d65213226c51ff47df7,c91dbf9c9cdd38c039c28ec49b5d51c7dac95a4e5638416a71df98204cad89d3,True,valid,model_end,1241,9318
dar_a0_r1__S-c10__s5__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,ef224a1361450eab64caded98338fd2b152df6b0eef3c6693db1f35f34f5358b,ba50b47483e522b3cabe4fa830c13d141f12fb2ec108b353f27ff4947d3b3abb,True,valid,model_end,1244,8468
dar_a0_r2__B-c10__s1__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,9094620db9fb7ff2925bdc637d9be62ded0184e1852df388ba0283a296e92819,7c2584067cfa6118e413a5b126673835d62ed038eca5e2d50d79bafbff7ee443,True,valid,model_end,1113,16155
dar_a0_r2__B-c10__s2__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,0d9abea2b8fb48710928b893a0399b891bb4a34d027d458dc6ce9039a87f28ed,da51c91f658e42537dc6d91fe3f2c2718f106be4d3a944d2f6be7ffadae84a26,True,valid,model_end,1115,6203
dar_a0_r2__B-c10__s3__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,c87795a92a05a1978647a1d010ed1f15aafb2931bc7eab615ece7f57fce677f3,a657c8755b192714157412f6e6acd1e96c6dd98a3a93a27d8926ad263ca402e0,True,valid,model_end,1108,15566
dar_a0_r2__B-c10__s4__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,e2138590c4d7c5dab0560c0772ff3365bb1fa7c0704dfa2c7b00aee79012f65f,e7efe2ff6d03b949ad1b5eb8ee92d3e891139cde40e6d1f8543592c3ced643dd,True,valid,model_end,1111,11466
dar_a0_r2__B-c10__s5__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,0bc2423d120080520ec882f4d22137945a7faf8b4bafbcff200bf95a43dd8aad,3f283d06eb7d1c9d9dce76134c2e0a35e3dfadfec811028244850da3348dafa7,True,valid,model_end,1113,16019
dar_a0_r2__H-recent5-c10__s1__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,d81bb84d806c114b715462f86aa2b3e4b5e25d84487ad73ede1f71bd733a590e,7de19a57b03bbb99704eb179ae3033442468a41be6b5c8d313efb731dc270fd0,True,valid,model_end,1302,9080
dar_a0_r2__H-recent5-c10__s2__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,4e31c9e5520ac7c3026fc78fe07d2c59c950c282aeb306793566ee219c99502b,68fb2398281c9f2f0db8a4a2acb06cafd1903617edfff69d724cdc0dacc26747,True,valid,model_end,1301,7081
dar_a0_r2__H-recent5-c10__s3__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,cca5b6c81b8e3245dddaca75922d6b392d55d6ff747129038b133572df71c830,45a181ef32341957592df1448f2e9a1d081e1c9c5426f488579875c6683c4115,True,valid,model_end,1305,10324
dar_a0_r2__H-recent5-c10__s4__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,aa94c391739e9ef6004654c9cef5b755cfdf95ec27e6ae0d686a9f0338e724fb,8dee7247ab37cc0e9c776771c70bd146804dd3b961e763d940c065d1ee25cf4c,True,valid,model_end,1300,7796
dar_a0_r2__H-recent5-c10__s5__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,5a71e3c4da949966158aa7881d8137ddbd81095a2bd1e1bb6f1e753f8f3e9826,e1da35a9231a739a9285f47e9dc804e882da861b68511fba10f38f9b59dab2d4,True,valid,model_end,1305,9958
dar_a0_r2__R-c10__s1__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,64c5cc73804fbe2eb5fc6589756d02d8901a4a2cc2e1e4da4ab56518fab3e6b1,1d836d5fa76d452e5346c29387e6d54ee46c8a851bcecf288f603942d05da640,True,valid,model_end,1116,4551
dar_a0_r2__R-c10__s2__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,cf458590ed8b8e30078e65c912002620c5bb347737101bb31d3730094bbb9d94,40277d8a0d20d13847aa95b0c4e0ef3c70d39efc7c7bcc376a565bd10ef30746,True,valid,model_end,1114,9589
dar_a0_r2__R-c10__s3__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,8c70e129508eec7b48e5516547f4ec0ee97e6d562417c420f3b18d170e416065,cfc1c9b78b85507d5c6d5fa78672bc58431c4fb06137174b3cec4d2497246de2,True,valid,model_end,1110,7470
dar_a0_r2__R-c10__s4__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,54286adbfccaffeecb43a6a66f7731a6f3fd9c877fcb6339168cc85068283220,70c88aed5a6d2ff820c0c1fbcbf9949f233846c500326c14c13558ea606b478d,True,valid,model_end,1113,7319
dar_a0_r2__R-c10__s5__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,47b7b46fcf0380344dcfc81319e9f4f24a322c51ffdeca0fb89d7dc8fa35cee6,c45c46b903fb6f8733bddaf859687603e1e993b216de6e7b39940d01b69b54cd,True,valid,model_end,1111,7580
dar_a0_r2__S-c10__s1__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,aaed9d38da8c08b04df3a9fa7d2951377a83aa2b4ce4a9299d1770d297dbe2f0,c9b5f8d3de2187202a6c4b789d89dd4cc45d1c7d22be28b80a7023e836790488,True,valid,model_end,1223,10626
dar_a0_r2__S-c10__s2__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,295d6fbaa7cf183097371d2a6950c02cedb0b961f32cbaa43a128f623558acbe,904d3a83ded61bca5b203d55679f517a4fbdff219b67a8850e204a41f4615422,True,valid,model_end,1221,7668
dar_a0_r2__S-c10__s3__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,7497059aea1391cf5b7f81d29248c27b8517c6c20fb84e050792161b06fd65fb,5eb9794f0509b99c6d5b76da53e3fe117b7d4c1e9f1d84cbe6629c98885d156c,True,valid,model_end,1225,8868
dar_a0_r2__S-c10__s4__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,3f9e1d860b7597b43c7b1fd701afa5994eef38d6e904dbda6ce0f34c05e5b39b,9429993d42563cd1fea4ec37e1b475891f58f7102317399ad4a045bcd91a958b,True,valid,model_end,1224,9952
dar_a0_r2__S-c10__s5__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,2be197746092022b906616567bd31bff22485a89abaaa108b8bd6898e0c0bb1a,7fadeceba479b1371fedfecb275e5cf7d71a0fbd54de85521c9ac2085c88e95e,True,valid,model_end,1224,6626
snap_collegemsg__B-c10__s1__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,65653ea577c7ca57082a047fecd2e2c23df5b6444ab081734fc938e16289584e,995adb6ce9b473e987907dae9d72423cb26586dae97d112543c7f3b87974c935,True,valid,model_end,1121,13541
snap_collegemsg__B-c10__s2__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,d34fea54f4ab8375a3f55fdf9b3b112b4ef842e5e19a828affc9c3e43d36a718,3d212541036a3ecebc23158b5d194500686ef5b9f3c225023627e6761253df28,True,valid,model_end,1119,10191
snap_collegemsg__B-c10__s3__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,3d3a7ac9b2a4dfe0b970b250937321185528aef6de8abc8d260210e9c4b0cff8,adb1671c1e8e9cf0508ac99abd6dc60abc9530473b1aeca27c92b548bf76ebd3,True,valid,model_end,1121,14577
snap_collegemsg__B-c10__s4__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,8cd5631af46f5b123e00b377461df09039617f712b5f259c6fc7659832a82527,568deaf33e92139425dfc1cd981c9cf90f5200b71c4c65ad61ff8a548c29e2bc,True,valid,model_end,1121,12268
snap_collegemsg__B-c10__s5__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,5cd5448d26f126190fa7d4434c2123c812f46bf45c874311eadb4aba61510cd8,b916b959d78433aa7b830ba7ef4b4e2fe8e7dd2a37c7f7c5d87d414df519f625,True,valid,model_end,1120,15088
snap_collegemsg__H-recent5-c10__s1__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,1b4e139cf7514f48d670d39379b3570252fb128fb00b1b9d891d754513d3256d,9d795fe94fa21ebc6eb3ccad59d3c6baeec6e7aec0bc1887d8ee35fb3ec11ccd,True,valid,model_end,1316,13627
snap_collegemsg__H-recent5-c10__s2__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,c724af4179aac378ac22e1429492b1af494e6ac5d81f10ec36bdca1fb178b5d5,b9029065c7598b07b6d836c0b20a12dfc1cc1c45ef9f26aaed620873dadd55e4,True,valid,model_end,1313,7416
snap_collegemsg__H-recent5-c10__s3__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,c980ba92b634463000658901a4dd5ad160e3324c0911ee55f5a1cabceb84881d,d2fd90a2058bcdc7897d8de9572b5790098bcfd7329cbe56429699596de55626,True,valid,model_end,1309,8001
snap_collegemsg__H-recent5-c10__s4__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,9a5ec4658c772b6b15f09872ceb7dd86017535f7a7fd26ea5ddc250f1436c064,5bce5a683ec9d38ac7bf39637b6cb6d5eacf94a32757aa3a732393975e770338,True,valid,model_end,1312,7792
snap_collegemsg__H-recent5-c10__s5__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,f065994bbdd6539c8db153ad3e98e0e16551775a6424ff1068c012311dc9ccb8,ecf37f480c2854f5d78c73cbcf6ce759905ae8b8c0a0348c172cfa3fd66a6428,True,valid,model_end,1309,6336
snap_collegemsg__R-c10__s1__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,8b2a3a3844d182d6cb7a83f31a875220a09baa714cbe9e2527a8d6bbad31cb36,d3ea1dd576195b6a54291fc388ed11379e87916e89620f21fb0d2d247f9eca9a,True,valid,model_end,1119,6975
snap_collegemsg__R-c10__s2__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,0d9b5aaeec8fc077db85d7358963ae2dcd732185815003c2485ccc62d39a19e4,b3237d5b97a4d1a84be9d2c183c6c6c002279ee8813becdccb8793d14d983406,True,valid,model_end,1120,7452
snap_collegemsg__R-c10__s3__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,dea24a6922faa68f0442d0c2be489042a0b74e2d13c9a6f63cb5071e2929d36e,f6ff564b0e54974e363f9fc60fba8a48574b4c4086af3f1d331683388f8c7cf8,True,valid,model_end,1118,11445
snap_collegemsg__R-c10__s4__qwen_thinking__r1__cells10-json-20260918,qwen_thinking,cafa631b4c1dd0ee5c009ad2d858c8d456055abd40298b24604fe8ba05e0bc89,b85d538ec5852e77a35b0c7796b11059f8ecd861b4663ef5286e000389ca4d30,True,valid,model_end,1113,8226
